Year_N,Age_of_Driver_N,Age_of_Vehicle_N,Accident_Area_Type_C,On_road_object_hit_C,Off_road_object_hit _C,Junction_Location_C,Car_Make_C,Driver_Sex_C,Vehicle_Manoeuvre_C,Vehicle_Type_C,Point_of_Impact_C,Cost_of_Incident_N,Weeks_to_Repair_N
2011,79,15,Urban area,Kerb,Other permanent object,Entering main road,TOYOTA,Female,Reversing,Car,Back,416,11
2011,60,4,Urban area,Parked vehicle,Other permanent object,Not at or within 20 metres of junction,KIA,Male,Going ahead right-hand bend,Car,Front,800,7
2011,59,14,Urban area,Kerb,Near/Offside crash barrier,Mid Junction - on roundabout or on main road,PEUGEOT,Male,Going ahead other,Car,Offside,189,8
2011,30,7,Urban area,Kerb,Near/Offside crash barrier,Approaching junction or waiting/parked at junction approach,CITROEN,Male,Going ahead other,Car,Nearside,634,11
2011,46,10,Urban area,Bollard or refuge,Near/Offside crash barrier,Mid Junction - on roundabout or on main road,ALFA ROMEO,Male,Going ahead other,Car,Front,573,8
2011,21,14,Urban area,Parked vehicle,Tree,Not at or within 20 metres of junction,BMW,Male,Going ahead other,Car,Front,260,2
2011,78,10,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,ROVER,Female,Going ahead other,Car,Front,318,2
2011,62,8,Urban area,Bollard or refuge,Other permanent object,Cleared junction or waiting/parked at junction exit,MERCEDES,Male,Going ahead other,Taxi/Private hire car,Nearside,768,10
2011,50,15,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,BMW,Male,Going ahead other,Car,Front,522,5
2011,53,8,Urban area,Kerb,Near/Offside crash barrier,Leaving roundabout,NISSAN,Female,Going ahead other,Car,Front,337,7
2011,36,9,Urban area,Kerb,Lamp post,Leaving roundabout,RENAULT,Male,Going ahead other,Car,Offside,450,10
2011,49,4,Urban area,Kerb,Other permanent object,Entering main road,MAZDA,Male,Moving off,Taxi/Private hire car,Front,176,12
2011,70,9,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,PEUGEOT,Female,Going ahead other,Car,Nearside,195,0
2011,21,10,Urban area,Parked vehicle,Other permanent object,Mid Junction - on roundabout or on main road,FIAT,Female,Going ahead other,Car,Nearside,685,8
2011,69,3,Urban area,Kerb,Lamp post,Leaving roundabout,VOLKSWAGEN,Male,Changing lane to left,Van / Goods ,Front,700,9
2011,25,5,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,VOLKSWAGEN,Male,Going ahead other,Car,Offside,397,12
2011,22,15,Urban area,Kerb,Near/Offside crash barrier,Leaving roundabout,BMW,Male,Going ahead left-hand bend,Car,Offside,105,3
2011,64,8,Urban area,Kerb,Bus stop or bus shelter,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Nearside,535,10
2011,71,10,Urban area,Bollard or refuge,Lamp post,Mid Junction - on roundabout or on main road,VOLKSWAGEN,Female,Going ahead other,Car,Nearside,550,0
2011,50,8,Urban area,Bollard or refuge,Road sign or traffic signal,Leaving roundabout,TOYOTA,Female,Going ahead other,Car,Offside,330,12
2011,70,14,Urban area,Kerb,Lamp post,Approaching junction or waiting/parked at junction approach,VOLKSWAGEN,Male,Going ahead other,Car,Front,628,9
2011,65,8,Urban area,Kerb,Tree,Mid Junction - on roundabout or on main road,SKODA,Male,Going ahead other,Car,Front,395,4
2011,17,9,Urban area,Kerb,Telegraph or electricity pole,Not at or within 20 metres of junction,TOYOTA,Female,Going ahead other,Car,Nearside,208,12
2011,62,6,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,AUDI,Male,Going ahead other,Car,Nearside,232,9
2011,52,1,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,FIAT,Male,Waiting to turn right,Car,Front,788,1
2011,74,10,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Car,Front,310,9
2011,59,8,Urban area,Kerb,Road sign or traffic signal,Leaving main road,MERCEDES,Female,Turning right,Car,Nearside,737,2
2011,42,2,Urban area,Bollard or refuge,Lamp post,Mid Junction - on roundabout or on main road,VOLKSWAGEN,Male,Going ahead other,Car,Front,415,3
2011,49,3,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,RENAULT,Male,Overtaking - nearside,Car,Front,783,8
2011,22,7,Urban area,Kerb,Other permanent object,Leaving roundabout,FIAT,Female,Turning left,Car,Nearside,243,5
2011,56,19,Urban area,Kerb,Lamp post,Approaching junction or waiting/parked at junction approach,MERCEDES,Male,Going ahead other,Car,Front,466,8
2011,47,14,Urban area,Kerb,Road sign or traffic signal,Mid Junction - on roundabout or on main road,ROVER,Male,Going ahead other,Car,Front,552,10
2011,50,15,Urban area,Kerb,Lamp post,Leaving roundabout,VOLKSWAGEN,Male,Going ahead other,Car,Front,287,12
2011,18,6,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,HONDA,Male,Going ahead left-hand bend,Car,Front,338,7
2011,74,4,Urban area,Kerb,Near/Offside crash barrier,Mid Junction - on roundabout or on main road,BMW,Male,Going ahead other,Car,Offside,642,5
2011,49,10,Urban area,Kerb,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,FORD,Male,Overtaking moving vehicle - offside,Car,Front,309,2
2011,57,4,Urban area,Kerb,Lamp post,Leaving main road,PEUGEOT,Male,Turning left,Car,Nearside,388,11
2011,69,7,Urban area,Bollard or refuge,Road sign or traffic signal,Mid Junction - on roundabout or on main road,PEUGEOT,Male,Going ahead other,Car,Front,753,4
2011,24,7,Urban area,Bollard or refuge,Road sign or traffic signal,Mid Junction - on roundabout or on main road,TOYOTA,Male,Going ahead other,Taxi/Private hire car,Nearside,266,0
2011,48,10,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,FORD,Female,Going ahead right-hand bend,Car,Back,789,1
2011,45,13,Urban area,Kerb,Telegraph or electricity pole,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Going ahead other,Car,Front,792,3
2011,77,10,Urban area,Kerb,Road sign or traffic signal,Mid Junction - on roundabout or on main road,FIAT,Male,Going ahead other,Car,Back,202,2
2011,52,13,Urban area,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,BMW,Male,Going ahead other,Car,Front,471,8
2011,47,9,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,VOLVO,Male,Going ahead other,Car,Back,767,9
2011,60,5,Urban area,Bollard or refuge,Near/Offside crash barrier,Not at or within 20 metres of junction,FORD,Male,Overtaking moving vehicle - offside,Car,Back,442,8
2011,25,23,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,AUDI,Male,Waiting to go - held up,Car,Back,321,5
2011,34,10,Urban area,Bollard or refuge,Near/Offside crash barrier,Not at or within 20 metres of junction,PEUGEOT,Male,Changing lane to right,Car,Back,468,11
2011,32,9,Urban area,Other object,Near/Offside crash barrier,Not at or within 20 metres of junction,CITROEN,Male,Going ahead other,Car,Front,269,8
2011,71,9,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,RENAULT,Female,Going ahead other,Car,Nearside,153,7
2011,54,4,Urban area,Kerb,Near/Offside crash barrier,Not at or within 20 metres of junction,RENAULT,Male,Slowing or stopping,Car,Back,394,11
2011,64,13,Urban area,Bollard or refuge,Near/Offside crash barrier,Not at or within 20 metres of junction,MAZDA,Female,Going ahead other,Car,Offside,320,12
2011,40,12,Urban area,Bollard or refuge,Near/Offside crash barrier,Not at or within 20 metres of junction,VOLVO,Male,Slowing or stopping,Car,Offside,500,4
2011,66,8,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Van / Goods ,Front,301,9
2011,57,9,Urban area,Kerb,Other permanent object,Entering from slip road,TOYOTA,Female,Changing lane to left,Car,Front,188,6
2011,64,1,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead right-hand bend,Car,Front,187,9
2011,40,8,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,MERCEDES,Male,Going ahead right-hand bend,Car,Front,665,4
2011,63,8,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Going ahead left-hand bend,Car,Front,171,6
2011,74,10,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Front,381,11
2011,57,13,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,BMW,Male,Going ahead other,Car,Front,348,2
2011,18,5,Small town,Kerb,Tree,Not at or within 20 metres of junction,HONDA,Male,Going ahead other,Car,Offside,656,9
2011,44,13,Urban area,Kerb,Telegraph or electricity pole,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead right-hand bend,Car,Front,318,7
2011,73,19,Rural,Kerb,Tree,Not at or within 20 metres of junction,PORSCHE,Male,Going ahead right-hand bend,Car,Front,538,12
2011,63,11,Urban area,Central island of roundabout,Lamp post,Entering roundabout,FIAT,Male,Going ahead other,Car,Front,495,8
2011,60,4,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,FIAT,Male,Going ahead right-hand bend,Car,Front,145,11
2011,61,7,Urban area,Kerb,Lamp post,Approaching junction or waiting/parked at junction approach,RENAULT,Male,Going ahead right-hand bend,Car,Front,548,12
2011,55,10,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,VOLVO,Male,Slowing or stopping,Car,Front,191,3
2011,59,5,Urban area,Kerb,Lamp post,Mid Junction - on roundabout or on main road,MAZDA,Male,Going ahead other,Car,Front,380,2
2011,49,11,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,ROVER,Male,Going ahead right-hand bend,Car,Front,436,2
2011,77,5,Urban area,Central island of roundabout,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,FIAT,Male,Going ahead left-hand bend,Car,Did not impact,186,7
2011,42,4,Small town,Kerb,Tree,Not at or within 20 metres of junction,FIAT,Male,Going ahead right-hand bend,Car,Front,597,4
2011,67,6,Urban area,Kerb,Other permanent object,Leaving roundabout,FORD,Female,Going ahead other,Van / Goods ,Front,400,12
2011,30,8,Urban area,Kerb,Lamp post,Entering roundabout,RENAULT,Male,Going ahead other,Car,Did not impact,480,11
2011,69,11,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,SKODA,Male,Going ahead right-hand bend,Car,Front,595,2
2011,34,6,Small town,Kerb,Other permanent object,Not at or within 20 metres of junction,FIAT,Male,Overtaking moving vehicle - offside,Car,Front,723,3
2011,64,12,Urban area,Bollard or refuge,Central crash barrier,Approaching junction or waiting/parked at junction approach,RENAULT,Female,Going ahead other,Car,Front,758,6
2011,18,6,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Female,Going ahead other,Car,Front,722,12
2011,24,16,Urban area,Kerb,Lamp post,Leaving roundabout,RENAULT,Male,Going ahead other,Car,Front,397,12
2011,44,9,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,TOYOTA,Female,Going ahead other,Car,Front,722,11
2011,65,11,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,CITROEN,Female,Going ahead left-hand bend,Car,Front,688,0
2011,23,3,Urban area,Bollard or refuge,Lamp post,Mid Junction - on roundabout or on main road,AUDI,Male,Going ahead other,Car,Front,666,3
2011,52,4,Rural,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead right-hand bend,Car,Back,110,4
2011,56,2,Urban area,Kerb,Lamp post,Mid Junction - on roundabout or on main road,BMW,Female,Going ahead right-hand bend,Car,Front,701,4
2011,53,10,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,CITROEN,Male,Going ahead other,Car,Front,268,5
2011,37,3,Urban area,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,RENAULT,Male,Going ahead left-hand bend,Car,Front,260,3
2011,42,9,Urban area,Kerb,Near/Offside crash barrier,Mid Junction - on roundabout or on main road,HONDA,Male,Going ahead other,Car,Front,486,0
2011,55,7,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,FORD,Female,Moving off,Car,Offside,372,10
2011,48,7,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Female,Going ahead left-hand bend,Car,Front,724,9
2011,50,7,Urban area,Kerb,Near/Offside crash barrier,Not at or within 20 metres of junction,RENAULT,Male,Going ahead left-hand bend,Car,Front,133,8
2011,78,9,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead right-hand bend,Car,Nearside,390,4
2011,22,6,Urban area,Kerb,Central crash barrier,Leaving roundabout,MITSUBISHI,Male,Going ahead other,Car,Front,103,3
2011,42,10,Urban area,Parked vehicle,Other permanent object,Cleared junction or waiting/parked at junction exit,CITROEN,Male,Going ahead other,Car,Front,741,10
2011,72,12,Urban area,Kerb,Road sign or traffic signal,Entering main road,FORD,Male,Going ahead other,Car,Front,626,6
2011,42,5,Urban area,Kerb,Lamp post,Entering roundabout,CHRYSLER,Female,Going ahead other,Car,Front,695,11
2011,60,11,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Nearside,589,8
2011,35,9,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,MINI,Male,Going ahead right-hand bend,Car,Front,404,4
2011,22,14,Urban area,Bollard or refuge,Lamp post,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Going ahead left-hand bend,Car,Front,563,8
2011,64,11,Urban area,Bollard or refuge,Road sign or traffic signal,Entering main road,ALFA ROMEO,Male,Turning right,Car,Front,200,10
2011,53,8,Urban area,Kerb,Other permanent object,Cleared junction or waiting/parked at junction exit,HONDA,Male,Going ahead right-hand bend,Car,Front,240,2
2011,54,9,Urban area,Kerb,Lamp post,Entering main road,JAGUAR,Male,Moving off,Car,Front,302,8
2011,44,20,Small town,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,ISUZU,Male,Going ahead right-hand bend,Car,Nearside,331,0
2011,78,4,Rural,Bollard or refuge,Tree,Not at or within 20 metres of junction,NISSAN,Male,Going ahead other,Van / Goods ,Front,197,7
2011,46,10,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,BMW,Male,Going ahead right-hand bend,Car,Front,309,12
2011,32,15,Urban area,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,SUBARU,Male,Going ahead right-hand bend,Car,Front,286,0
2011,65,12,Rural,Kerb,Tree,Mid Junction - on roundabout or on main road,MITSUBISHI,Male,Going ahead other,Car,Front,510,0
2011,71,11,Rural,Central island of roundabout,Road sign or traffic signal,Mid Junction - on roundabout or on main road,VOLKSWAGEN,Female,Turning right,Car,Front,154,10
2011,28,9,Urban area,Kerb,Tree,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead right-hand bend,Car,Offside,641,4
2011,79,12,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Overtaking moving vehicle - offside,Car,Nearside,152,2
2011,19,14,Urban area,Kerb,Lamp post,Leaving roundabout,BMW,Male,Turning left,Car,Front,655,6
2011,47,7,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,HYUNDAI,Male,Going ahead other,Car,Front,454,2
2011,50,1,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Female,Going ahead other,Car,Front,736,9
2011,35,10,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead right-hand bend,Car,Offside,310,6
2011,48,10,Rural,Kerb,Tree,Not at or within 20 metres of junction,FORD,Female,Going ahead other,Car,Offside,607,8
2011,29,6,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,KAWASAKI,Male,Going ahead other,Motorcycle ,Nearside,262,4
2011,34,9,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Front,336,12
2011,56,10,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,ROVER,Male,Going ahead other,Car,Front,537,8
2011,32,11,Urban area,Parked vehicle,Central crash barrier,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Car,Front,313,10
2011,31,6,Urban area,Parked vehicle,Central crash barrier,Not at or within 20 metres of junction,RENAULT,Female,Going ahead other,Car,Front,105,2
2011,20,10,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,VOLVO,Male,Going ahead left-hand bend,Car,Front,110,1
2011,38,8,Urban area,Kerb,Other permanent object,Leaving main road,RENAULT,Male,Turning right,Car,Front,462,1
2011,49,5,Urban area,Kerb,Bus stop or bus shelter,Mid Junction - on roundabout or on main road,TOYOTA,Male,Going ahead other,Car,Front,311,2
2011,51,6,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Male,Going ahead right-hand bend,Car,Nearside,470,4
2011,78,4,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FIAT,Male,Parked,Car,Back,509,8
2011,21,3,Urban area,Kerb,Tree,Not at or within 20 metres of junction,CITROEN,Female,Going ahead other,Car,Front,533,0
2011,26,6,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Female,Going ahead other,Car,Front,526,2
2011,55,6,Urban area,Kerb,Lamp post,Approaching junction or waiting/parked at junction approach,VOLVO,Male,Slowing or stopping,Car,Front,598,12
2011,25,14,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,NISSAN,Male,Going ahead other,Car,Front,525,0
2011,67,4,Small town,Kerb,Lamp post,Approaching junction or waiting/parked at junction approach,FORD,Male,Slowing or stopping,Car,Front,550,0
2011,26,11,Rural,Central island of roundabout,Other permanent object,Entering roundabout,YAMAHA,Male,Going ahead other,Motorcycle ,Front,531,4
2011,21,1,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,AUDI,Male,Going ahead left-hand bend,Car,Front,675,9
2011,64,10,Urban area,Kerb,Tree,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead left-hand bend,Car,Front,420,3
2011,57,2,Rural,Kerb,Other permanent object,Entering main road,HONDA,Female,Reversing,Car,Back,342,4
2011,76,9,Rural,Kerb,Tree,Not at or within 20 metres of junction,HONDA,Male,Overtaking static vehicle - offside,Car,Offside,686,4
2011,39,2,Urban area,Central island of roundabout,Near/Offside crash barrier,Entering roundabout,MINI,Female,Going ahead other,Car,Front,343,5
2011,22,11,Rural,Central island of roundabout,Lamp post,Entering roundabout,PEUGEOT,Female,Going ahead other,Car,Front,630,5
2011,42,6,Small town,Kerb,Tree,Not at or within 20 metres of junction,SUZUKI,Female,Going ahead left-hand bend,Car,Nearside,683,7
2011,29,17,Small town,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,FORD,Female,Going ahead right-hand bend,Car,Front,363,0
2011,18,5,Small town,Any animal (except ridden horse),Other permanent object,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Going ahead other,Car,Front,611,8
2011,79,11,Small town,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,ROVER,Male,Reversing,Car,Back,488,8
2011,51,10,Rural,Kerb,Entered ditch,Entering main road,FIAT,Female,Turning right,Car,Offside,109,4
2011,47,8,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Female,Going ahead left-hand bend,Car,Front,797,0
2011,77,1,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,BMW,Male,Going ahead other,Car,Front,219,4
2011,80,2,Urban area,Kerb,Tree,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Van / Goods ,Front,280,4
2011,36,12,Urban area,Bollard or refuge,Other permanent object,Not at or within 20 metres of junction,SUBARU,Male,Overtaking moving vehicle - offside,Car,Front,517,8
2011,23,22,Urban area,Bollard or refuge,Other permanent object,Approaching junction or waiting/parked at junction approach,HONDA,Male,Going ahead other,Motorcycle ,Front,163,6
2011,37,4,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Going ahead right-hand bend,Car,Front,653,12
2011,43,11,Rural,Other object,Tree,Not at or within 20 metres of junction,FORD,Female,Going ahead left-hand bend,Car,Offside,176,6
2011,41,7,Small town,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,MAZDA,Female,Going ahead other,Car,Front,355,7
2011,28,10,Urban area,Kerb,Road sign or traffic signal,Mid Junction - on roundabout or on main road,RENAULT,Female,Going ahead other,Car,Front,789,8
2011,36,9,Rural,Kerb,Other permanent object,Approaching junction or waiting/parked at junction approach,RENAULT,Male,Going ahead other,Car,Front,111,7
2011,33,11,Small town,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,AUDI,Male,Going ahead left-hand bend,Car,Front,575,1
2011,60,8,Urban area,Central island of roundabout,Road sign or traffic signal,Mid Junction - on roundabout or on main road,AUDI,Male,Going ahead other,Car,Front,390,1
2011,34,11,Rural,Any animal (except ridden horse),Entered ditch,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead other,Car,Front,351,11
2011,57,16,Rural,Kerb,Tree,Mid Junction - on roundabout or on main road,LAND ROVER,Male,Turning right,Car,Front,269,2
2011,50,4,Urban area,Any animal (except ridden horse),Other permanent object,Not at or within 20 metres of junction,VOLKSWAGEN,Female,Going ahead other,Car,Front,301,9
2011,76,6,Urban area,Kerb,Entered ditch,Cleared junction or waiting/parked at junction exit,MINI,Male,Going ahead right-hand bend,Car,Front,526,4
2011,58,10,Urban area,Kerb,Tree,Not at or within 20 metres of junction,HONDA,Male,Going ahead right-hand bend,Car,Back,326,12
2011,51,4,Urban area,Parked vehicle,Central crash barrier,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Front,134,6
2011,30,4,Urban area,Bollard or refuge,Road sign or traffic signal,Not at or within 20 metres of junction,FORD,Male,Going ahead other,Car,Front,363,11
2011,17,12,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead right-hand bend,Car,Front,790,11
2011,22,10,Urban area,Other object,Central crash barrier,Not at or within 20 metres of junction,CHRYSLER,Male,Going ahead other,Car,Offside,504,2
2011,64,3,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,TOYOTA,Female,Going ahead other,Car,Front,301,7
2011,17,10,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,MERCEDES,Male,Going ahead right-hand bend,Car,Front,710,1
2011,45,6,Urban area,Any animal (except ridden horse),Central crash barrier,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead other,Car,Back,615,12
2011,44,12,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,SUZUKI,Female,Going ahead left-hand bend,Car,Nearside,586,7
2011,65,3,Rural,Kerb,Tree,Not at or within 20 metres of junction,MERCEDES,Male,Going ahead other,Car,Nearside,507,7
2011,23,10,Urban area,Other object,Near/Offside crash barrier,Not at or within 20 metres of junction,VOLVO,Male,Going ahead other,Car,Front,439,6
2011,57,12,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead other,Car,Nearside,731,12
2011,65,4,Urban area,Central island of roundabout,Road sign or traffic signal,Mid Junction - on roundabout or on main road,SUZUKI,Male,Going ahead other,Motorcycle ,Front,452,1
2011,60,9,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,RENAULT,Male,Going ahead left-hand bend,Car,Nearside,225,3
2011,44,13,Urban area,Kerb,Road sign or traffic signal,Cleared junction or waiting/parked at junction exit,SUZUKI,Female,Going ahead right-hand bend,Motorcycle ,Front,274,12
2011,21,5,Urban area,Central island of roundabout,Other permanent object,Mid Junction - on roundabout or on main road,PEUGEOT,Male,Going ahead other,Car,Front,722,5
2011,65,8,Small town,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead other,Car,Offside,316,2
2011,50,2,Urban area,Parked vehicle,Lamp post,Not at or within 20 metres of junction,MERCEDES,Male,Going ahead right-hand bend,Taxi/Private hire car,Front,378,8
2011,54,9,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,FORD,Male,Going ahead left-hand bend,Van / Goods ,Front,181,2
2011,66,9,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,SAAB,Male,Going ahead other,Car,Nearside,287,6
2011,77,9,Rural,Kerb,Entered ditch,Not at or within 20 metres of junction,RENAULT,Male,Going ahead right-hand bend,Car,Nearside,425,12
2011,48,6,Urban area,Other object,Other permanent object,Not at or within 20 metres of junction,FORD,Male,Going ahead right-hand bend,Car,Front,656,11
2011,74,15,Rural,Kerb,Telegraph or electricity pole,Leaving roundabout,MAZDA,Female,Turning left,Car,Offside,538,11
2011,58,12,Urban area,Kerb,Road sign or traffic signal,Not at or within 20 metres of junction,YAMAHA,Male,Going ahead left-hand bend,Motorcycle ,Front,706,9
2011,23,6,Urban area,Kerb,Entered ditch,Not at or within 20 metres of junction,NISSAN,Female,Going ahead right-hand bend,Car,Front,505,4
2011,21,5,Urban area,Road works,Entered ditch,Cleared junction or waiting/parked at junction exit,AUDI,Male,Going ahead left-hand bend,Car,Front,148,4
2011,57,14,Rural,Kerb,Tree,Not at or within 20 metres of junction,MITSUBISHI,Male,Going ahead left-hand bend,Car,Front,525,7
2011,48,8,Rural,Kerb,Other permanent object,Not at or within 20 metres of junction,FIAT,Female,Going ahead other,Car,Front,456,4
2011,39,11,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,RENAULT,Male,Going ahead other,Car,Front,374,0
2011,62,6,Urban area,Kerb,Other permanent object,Mid Junction - on roundabout or on main road,HYUNDAI,Male,Going ahead other,Car,Front,336,3
2011,53,1,Small town,Bollard or refuge,Lamp post,Not at or within 20 metres of junction,VOLKSWAGEN,Male,Going ahead other,Car,Front,125,5
2011,78,15,Urban area,Kerb,Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Front,101,9
2011,60,7,Urban area,Kerb,Road sign or traffic signal,Entering roundabout,RENAULT,Male,Going ahead other,Car,Front,723,1
2011,57,9,Small town,Kerb,Other permanent object,Cleared junction or waiting/parked at junction exit,CITROEN,Male,Going ahead right-hand bend,Car,Front,254,7
2011,75,2,Small town,Kerb,Lamp post,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead right-hand bend,Car,Offside,383,3
2011,69,13,Urban area,Bridge (side),Other permanent object,Not at or within 20 metres of junction,PEUGEOT,Female,Going ahead right-hand bend,Car,Front,674,10
2011,50,14,Urban area,Kerb,Lamp post,Not at or within 20 metres of junction,CITROEN,Female,Overtaking - nearside,Car,Front,310,0
2011,18,8,Urban area,Any animal (except ridden horse),Central crash barrier,Not at or within 20 metres of junction,PEUGEOT,Male,Going ahead other,Car,Front,425,8
2011,62,10,Urban area,Central island of roundabout,Near/Offside crash barrier,Entering roundabout,NISSAN,Male,Turning left,Car,Offside,342,11
2011,56,13,Urban area,Bollard or refuge,Road sign or traffic signal,Approaching junction or waiting/parked at junction approach,FORD,Male,Going ahead other,Car,Front,773,7
2011,28,4,Urban area,Kerb,Tree,Not at or within 20 metres of junction,CITROEN,Female,Going ahead left-hand bend,Car,Front,189,12
2011,64,7,Urban area,Kerb,Central crash barrier,Not at or within 20 metres of junction,TOYOTA,Male,Going ahead right-hand bend,Car,Front,396,6
2011,41,3,Small town,Central island of roundabout,Central crash barrier,Leaving roundabout,FIAT,Female,Going ahead other,Car,Offside,212,5
2011,71,3,Urban area,Bollard or refuge,Near/Offside crash barrier,Not at or within 20 metres of junction,TOYOTA,Female,Going ahead other,Car,Nearside,719,11
2011,37,9,Urban area,Bollard or refuge,Central crash barrier,Not at or within 20 metres of junction,SUBARU,Female,Going ahead left-hand bend,Car,Front,275,10
2011,56,1,Urban area,Bollard or refuge,Road sign or traffic signal,Mid Junction - on roundabout or on main road,KIA,Female,Going ahead right-hand bend,Car,Front,514,12
2011,17,4,Urban area,Bollard or refuge,Road sign or traffic signal,Leaving main road,FORD,Female,Turning right,Car,Front,355,12
